delito,diasem,mes,tipov,longitud,latitud
1727,4,8,16,1,-71.6034808,-33.0469262
1728,5,8,1,1,-71.5684293,-33.0257874
1729,5,8,3,3,-71.264794,-32.8941489
1730,5,8,9,2,-71.4279226,-33.0475606
1731,5,8,16,2,-71.629089,-33.6405993
1732,5,8,18,3,-71.5514042,-33.0240542
1733,5,8,18,1,-71.53798,-33.0287194
1734,5,8,20,2,-71.6004154,-33.5254505
1735,5,8,22,2,-71.6715213,-33.4489127
1736,5,8,23,1,-70.5632222,-32.8313423
1737,5,8,23,1,-71.5598361,-33.0239043
1738,5,8,23,1,-71.5336112,-33.0283406
1739,6,8,4,1,-71.2136809,-32.6960712
1740,6,8,9,1,-71.2503128,-32.8739388
1741,6,8,13,3,-71.5244947,-33.032692
1742,6,8,15,2,-71.556894,-33.023666
1743,6,8,20,1,-71.3745831,-33.0396986
1744,6,8,21,1,-71.5759237,-33.0488892
1745,7,8,1,5,-71.6132377,-33.5808615
1746,7,8,1,1,-71.2697561,-33.0140722
1747,7,8,3,1,-71.4778148,-32.7167344
1748,7,8,10,1,-71.6270876,-33.0419146
1749,7,8,15,1,-71.2764582,-32.9385059
1750,7,8,19,1,-71.5431216,-33.0017563
1751,7,8,21,1,-71.5412646,-33.0204174
1752,7,8,22,2,-71.5012834,-33.0114097
1753,1,9,5,6,-71.2091732,-32.8570374
1754,1,9,7,1,-71.5408605,-33.019316
1755,1,9,13,1,-71.4666379,-33.048217
1756,1,9,18,2,-71.5424539,-33.0135808
1757,1,9,19,3,-71.443602,-33.0493762
1758,2,9,0,1,-71.3642495,-33.0399685
1759,2,9,0,1,-71.4778148,-32.7167344
1760,2,9,3,1,-71.5374689,-33.00828
1761,2,9,7,2,-71.4019731,-33.0324764
1762,2,9,8,3,-71.5599405,-33.0173588
1763,2,9,8,2,-71.3565807,-33.0436948
1764,2,9,8,2,-70.5632222,-32.8313423
1765,2,9,10,1,-71.5694837,-33.0653505
1766,2,9,12,1,-71.5236528,-33.0367894
1767,2,9,12,6,-70.731435,-32.7583009
1768,2,9,13,4,-71.5181874,-32.9995849
1769,2,9,13,1,-71.4219013,-33.048116
1770,2,9,19,1,-71.4319459,-33.0460912
1771,2,9,20,1,-71.4778148,-32.7167344
1772,2,9,21,6,-71.3661705,-33.0561098
1773,2,9,21,1,-71.3734165,-33.035248
1774,3,9,0,1,-71.4315821,-33.0552689
1775,3,9,20,1,-71.4418049,-33.0367667
1776,4,9,1,1,-71.347929,-33.0404922
1777,4,9,5,1,-70.7116213,-32.7409346
1778,4,9,17,6,-71.5500014,-33.0153549
1779,4,9,21,1,-71.4709568,-33.2401592
1780,4,9,21,1,-71.531185,-32.7789869
1781,4,9,22,1,-70.95756,-32.8390636
1782,4,9,0,2,-70.9546538,-32.8428205
1783,5,9,1,1,-71.5817128,-33.0278117
1784,5,9,11,4,-71.5436001,-33.0020034
1785,5,9,19,1,-71.605043,-33.5536616
1786,5,9,21,2,-70.695396,-32.7488761
1787,5,9,22,2,-71.5558886,-33.0187185
1788,5,9,23,2,-71.5569985,-33.0171753
1789,6,9,2,6,-71.5635426,-33.1208946
1790,6,9,4,1,-71.4662289,-33.044387
1791,6,9,7,1,-71.3501585,-33.0418998
1792,6,9,9,3,-71.4315821,-33.0552689
1793,6,9,11,3,-71.4268502,-33.0713686
1794,6,9,14,6,-71.5650271,-33.1320911
1795,6,9,15,1,-71.5468598,-33.0126179
1796,6,9,21,4,-71.4390419,-33.0533474
1797,6,9,22,3,-71.53798,-33.0287194
1798,7,9,0,1,-71.4940693,-32.9989606
1799,7,9,4,1,-71.3642786,-33.0660092
1800,7,9,6,1,-71.403872,-33.0554422
1801,7,9,11,1,-71.5660121,-33.0281344
1802,7,9,15,1,-71.2593669,-33.0061909
1803,7,9,22,3,-71.5179136,-32.9257626
1804,1,9,10,1,-109.349576,-27.1259593
1805,1,9,18,4,-109.429145,-27.1497351
1806,1,9,21,1,-71.4067077,-33.0434953
1807,1,9,22,1,-71.2288578,-32.8427214
1808,2,9,12,1,-71.5302334,-33.006419
1809,2,9,15,3,-71.5217862,-32.9196
1810,2,9,17,1,-71.6132377,-33.5808615
1811,2,9,21,3,-71.5591714,-33.0290068
1812,2,9,21,1,-71.4972183,-33.0227057
1813,3,9,10,1,-71.5675262,-33.1216712
1814,3,9,13,2,-71.6097917,-33.6122028
1815,3,9,21,1,-71.4932493,-32.9974651
1816,3,9,21,1,-71.4504512,-33.0463025
1817,3,9,22,1,-71.4778148,-32.7167344
1818,3,9,22,1,-71.5694837,-33.0653505
1819,4,9,7,2,-71.2744899,-32.9802485
1820,4,9,15,1,-71.4328194,-32.6442224
1821,4,9,22,1,-71.2453655,-32.8895139
1822,5,9,3,1,-71.5655852,-33.0513964
1823,6,9,1,1,-71.5529712,-33.0170136
1824,6,9,5,1,-70.7031091,-32.754021
1825,6,9,6,1,-71.5341096,-33.0317099
1826,6,9,6,1,-71.5518545,-33.0263663
1827,6,9,18,2,-71.2040014,-32.4405312
1828,7,9,2,1,-71.4440235,-32.5075486
1829,7,9,14,2,-71.6119923,-33.0498832
1830,1,9,4,2,-71.2613348,-33.0151218
1831,1,9,5,2,-71.2525872,-32.8949776
1832,1,9,12,1,-71.5208888,-33.5292322
1833,1,9,23,1,-71.4440235,-32.5075486
1834,2,9,3,1,-71.4948055,-32.9973742
1835,2,9,7,2,-71.5409383,-33.0388559
1836,2,9,10,1,-71.4832466,-33.0015298
1837,2,9,19,1,-71.6390095,-33.0267473
1838,2,9,20,2,-71.5225377,-32.9654475
1839,2,9,20,3,-71.5437497,-33.0098837
1840,2,9,20,1,-71.3735501,-33.0424859
1841,2,9,21,6,-71.3846634,-32.4897042
1842,2,9,22,3,-71.5425219,-32.9632013
1843,3,9,8,1,-70.5995023,-32.8385289
1844,3,9,10,1,-71.4446407,-33.0452702
1845,3,9,12,6,-71.4456439,-33.0505526
1846,3,9,13,1,-71.5297602,-33.0358619
1847,3,9,17,6,-71.6835329,-33.3672978
1848,3,9,21,1,-71.4294047,-33.0494087
1849,4,9,0,1,-71.4253533,-33.0372711
1850,4,9,1,1,-71.6417144,-33.0209511
1851,4,9,8,1,-71.3855778,-33.0594743
1852,4,9,8,1,-71.4247288,-33.0606306
1853,4,9,9,6,-71.4024831,-33.0614962
1854,4,9,13,1,-71.6871332,-33.4134102
1855,4,9,18,2,-71.5449476,-32.9384849
1856,4,9,19,6,-71.605043,-33.5536616
1857,4,9,22,1,-71.5593411,-33.05793
1858,4,9,22,1,-71.5412646,-33.0204174
1859,5,9,9,1,-71.5319415,-33.0369833
1860,5,9,15,3,-109.426397,-27.1599001
1861,5,9,18,1,-71.6401198,-33.0247995
1862,5,9,21,1,-71.4931065,-32.7227285
1863,5,9,22,1,-71.4315821,-33.0552689
1864,5,9,23,1,-71.5514361,-33.022563
1865,6,9,1,1,-71.5599405,-33.0173588
1866,6,9,9,4,-71.6390095,-33.0267473
1867,6,9,12,1,-71.6132377,-33.5808615
1868,6,9,23,1,-71.6467697,-33.0443219
1869,7,9,4,1,-71.6415771,-33.0232634
1870,7,9,12,2,-71.5687908,-33.0306259
1871,7,9,14,2,-71.4328194,-32.6442224
1872,7,9,22,1,-71.3805029,-33.0560306
1873,1,9,2,1,-71.5500014,-33.0153549
1874,1,9,7,1,-71.5388277,-33.0408255
1875,1,9,15,1,-71.1999785,-32.736025
1876,1,9,16,2,-71.6213738,-33.0463555
1877,1,9,19,1,-71.5422813,-33.0133974
1878,1,9,21,1,-71.6101475,-33.050318
1879,1,9,22,1,-71.5339773,-33.037189
1880,1,9,22,1,-71.2065102,-32.7921997
1881,1,9,23,1,-71.4778148,-32.7167344
1882,2,9,3,2,-71.5288529,-32.97063
1883,2,9,20,1,-71.6856802,-33.3976876
1884,3,9,9,1,-71.4666379,-33.048217
1885,3,9,9,2,-71.4778148,-32.7167344
1886,3,9,9,1,-70.95756,-32.8390636
1887,3,9,10,1,-71.2819508,-32.9859832
1888,3,9,18,1,-71.5656668,-33.1177505
1889,3,9,20,1,-71.5904764,-33.0564878
1890,3,9,22,1,-71.4234409,-33.0541996
1891,3,9,23,2,-71.6132377,-33.5808615
1892,4,9,7,1,-71.5518545,-33.0263663
1893,4,9,10,2,-71.1918371,-32.7896905
1894,4,9,12,1,-71.067757,-32.4300384
1895,4,9,18,3,-71.5518545,-33.0263663
1896,5,9,4,2,-71.5347614,-32.9786525
1897,5,9,5,1,-71.5040473,-32.9881312
1898,5,9,6,1,-71.5380601,-33.0526678
1899,5,9,8,1,-71.4319459,-33.0460912
1900,5,9,8,2,-71.5310681,-32.9353715
1901,5,9,13,2,-71.6197155,-33.4939684
1902,5,9,22,1,-71.5169834,-32.9974251
1903,5,9,23,1,-71.547998,-33.0422645
1904,6,9,2,1,-71.3702457,-33.0537008
1905,6,9,6,6,-71.4112024,-33.314977
1906,6,9,15,1,-71.6082427,-33.6201146
1907,6,9,17,1,-71.500664,-33.0057742
1908,6,9,19,1,-71.3572309,-33.0430529
1909,6,9,20,1,-71.4831564,-33.0355005
1910,7,9,0,2,-71.5518545,-33.0263663
1911,7,9,5,1,-71.4503406,-33.0478762
1912,7,9,13,4,-71.5832854,-33.0413283
1913,7,9,14,1,-71.2753573,-32.9928071
1914,7,9,14,1,-71.4380369,-33.0448616
1915,7,9,16,1,-71.4778148,-32.7167344
1916,7,9,18,1,-71.6050949,-33.0551067
1917,7,9,21,1,-71.3841782,-33.0457125
1918,1,9,5,4,-71.6199252,-33.0451705
1919,1,9,6,5,-71.2185153,-32.7927252
1920,1,9,10,1,-71.37821,-33.0605311
1921,1,9,20,1,-71.4365871,-33.0443038
1922,1,9,22,1,-71.6037838,-33.0461627
1923,1,9,23,2,-71.4986985,-33.0114756
1924,2,9,9,1,-71.3841782,-33.0457125
1925,2,9,17,1,-71.5630464,-33.0283334
1926,2,9,18,1,-71.4434878,-33.0533832
1927,2,9,18,2,-71.2519946,-32.8765643
1928,2,9,20,2,-71.4927405,-33.0300006
1929,2,9,21,2,-70.5882392,-32.8452872
1930,2,9,22,3,-71.5224352,-32.9921268
1931,3,10,7,6,-71.145221,-32.8000578
1932,3,10,9,1,-71.5408919,-33.0104669
1933,3,10,17,2,-71.5590185,-33.0600493
1934,3,10,21,1,-71.4336753,-33.0414019
1935,3,10,22,1,-71.4227695,-33.0451527
1936,3,10,23,1,-71.5630464,-33.0283334
1937,3,10,23,1,-71.5630464,-33.0283334
1938,4,10,16,1,-71.3726567,-33.0484068
1939,4,10,22,1,-71.498484,-33.0186696
1940,4,10,22,1,-71.546654,-33.0115857
1941,5,10,3,2,-71.5400672,-32.977189
1942,5,10,17,3,-71.5628915,-33.0262547
1943,5,10,19,1,-71.4371543,-33.0494327
1944,5,10,23,1,-71.4455224,-33.0553245
1945,6,10,8,1,-71.4764275,-32.9960744
1946,6,10,8,1,-71.533699,-33.0288114
1947,6,10,9,1,-71.4159581,-33.0607723
1948,6,10,10,1,-71.6247662,-33.0420982
1949,6,10,13,5,-71.4098855,-33.042078
1950,6,10,15,1,-71.4045672,-33.0443071
1951,6,10,21,2,-71.0718579,-32.4316617
1952,6,10,23,1,-71.5053479,-33.0132448
1953,7,10,6,1,-71.3735501,-33.0424859
1954,7,10,20,1,-71.2700169,-32.9845718
1955,1,10,8,5,-71.5446389,-33.0250598
1956,1,10,9,1,-71.5987803,-33.0575619
1957,1,10,14,1,-71.4966819,-33.010614
1958,1,10,16,3,-71.2317931,-32.8383168
1959,1,10,18,1,-71.629089,-33.6405993
1960,1,10,19,1,-71.4471695,-33.050122
1961,1,10,20,2,-71.4091695,-32.7971234
1962,1,10,21,1,-71.4242109,-32.9277339
1963,1,10,23,1,-71.5196409,-33.0291442
1964,2,10,7,2,-71.5518545,-33.0263663
1965,2,10,12,1,-71.4125281,-33.0513578
1966,2,10,16,5,-71.5412862,-33.0171964
1967,2,10,17,4,-71.6050949,-33.0551067
1968,2,10,19,2,-71.6174759,-33.0468573
1969,3,10,3,1,-71.110126,-32.8394409
1970,3,10,9,3,-71.5486968,-33.0212062
1971,3,10,15,3,-71.4095056,-33.0481684
1972,3,10,19,1,-71.262803,-33.0206389
1973,4,10,2,4,-70.7211998,-32.7457523
1974,4,10,3,1,-70.731435,-32.7583009
1975,4,10,7,1,-71.5518545,-33.0263663
1976,4,10,21,3,-71.6676666,-33.451797
1977,4,10,23,1,-71.36248,-33.0435387
1978,5,10,6,6,-71.4976969,-33.0187557
1979,5,10,19,1,-71.4436718,-33.0573094
1980,5,10,22,1,-70.5979032,-32.834297
1981,6,10,20,1,-71.5105005,-32.9201027
1982,7,10,5,2,-71.2473555,-32.879997
1983,7,10,7,1,-71.5635077,-33.063098
1984,7,10,8,1,-71.4183974,-33.0522475
1985,7,10,11,3,-71.6956742,-33.3945033
1986,7,10,12,1,-70.599862,-32.8361336
1987,1,10,8,1,-71.5570157,-33.0431999
1988,1,10,13,1,-71.2390744,-32.8676354
1989,1,10,13,1,-71.533995,-33.0271728
1990,1,10,14,1,-71.3976648,-33.057103
1991,1,10,14,4,-70.6037447,-32.8394016
1992,1,10,17,1,-71.4067077,-33.0434953
1993,1,10,19,1,-71.4067541,-33.036089
1994,1,10,20,3,-71.531633,-33.0340976
1995,1,10,22,1,-71.5486644,-33.0179233
1996,1,10,23,2,-71.4656356,-33.0498432
1997,1,10,23,1,-71.547998,-33.0422645
1998,2,10,0,4,-71.5278611,-33.0336964
1999,2,10,2,1,-70.6888969,-32.949762
2000,2,10,12,1,-71.6084028,-33.0498255
2001,2,10,13,1,-70.6009955,-32.8286145
2002,2,10,13,4,-70.6868108,-32.754497
2003,2,10,13,4,-70.6868108,-32.754497
2004,2,10,15,1,-71.4849173,-33.0382824
2005,2,10,16,3,-71.2544532,-33.0067745
2006,2,10,17,1,-71.3841782,-33.0457125
2007,2,10,18,1,-71.2241971,-32.9966743
2008,2,10,18,1,-71.492547,-33.031264
2009,2,10,21,4,-71.4870617,-33.0019939
2010,2,10,22,1,-71.5434697,-33.0291383
2011,2,10,3,1,-71.6929387,-33.419322
2012,3,10,10,6,-71.3813295,-33.054002
2013,3,10,13,1,-71.2666658,-33.0088097
2014,3,10,18,3,-71.3501585,-33.0418998
2015,3,10,19,1,-71.5356807,-33.0279378
2016,3,10,21,1,-71.1967063,-32.8744059
2017,4,10,7,3,-71.5734887,-33.0297855
2018,4,10,11,2,-71.6114728,-33.6472393
2019,4,10,21,1,-71.5256196,-32.9873289
2020,4,10,22,3,-71.4541449,-33.0447918
2021,5,10,1,1,-71.5675244,-33.0236723
2022,5,10,3,4,-71.5221549,-33.0206291
2023,5,10,5,1,-71.5562632,-33.107494
2024,5,10,5,1,-71.5687345,-33.0295405
2025,5,10,11,1,-71.5026123,-32.991887
2026,5,10,16,1,-71.5114357,-33.0227149
2027,5,10,20,1,-71.4067541,-33.036089
2028,5,10,22,1,-71.2252656,-32.9898418
2029,6,10,0,4,-71.5754039,-33.0300959
2030,6,10,18,1,-71.2484331,-32.8850465
2031,6,10,21,1,-71.4501889,-33.0497193
2032,6,10,23,1,-71.4016237,-33.0521364
2033,7,10,5,1,-71.2551741,-33.0167977
2034,7,10,5,6,-71.5308679,-33.046283
2035,7,10,11,1,-71.4788646,-33.0263634
2036,7,10,21,1,-71.5391113,-33.0280382
2037,1,10,4,2,-71.580516,-33.0470032
2038,1,10,10,4,-109.434597,-27.1496839
2039,1,10,11,3,-71.54314,-33.0249457
2040,1,10,14,1,-71.3758683,-33.0564081
2041,1,10,19,1,-71.3659558,-33.0420609
2042,2,10,11,5,-71.5008309,-32.9981392
2043,2,10,16,1,-71.3447931,-33.0401585
2044,2,10,18,5,-71.4438405,-33.0489974
2045,3,10,2,3,-71.6053915,-33.0439559
2046,3,10,6,2,-70.794016,-32.1461404
2047,3,10,16,6,-71.5422813,-33.0133974
2048,3,10,17,1,-71.4339968,-33.0388991
2049,3,10,0,1,-71.6241458,-33.0470264
2050,4,10,2,1,-71.3828276,-33.0456867
2051,4,10,3,1,-71.5320388,-32.931856
2052,4,10,16,1,-71.3734165,-33.035248
2053,4,10,17,5,-71.4666379,-33.048217
2054,4,10,18,3,-71.5904764,-33.0564878
2055,4,10,21,1,-71.5666349,-33.0435715
2056,4,10,21,4,-71.551537,-33.0251315
2057,5,10,3,6,-71.3994907,-33.0597082
2058,5,10,8,1,-71.5844619,-33.0335862
2059,5,10,11,1,-71.5282923,-32.9822625
2060,5,10,17,1,-71.4206597,-33.065713
2061,5,10,20,5,-70.5945429,-32.837515
2062,5,10,23,1,-71.4252412,-33.0497723
2063,6,10,0,1,-71.5105005,-32.9201027
2064,6,10,12,1,-71.4981794,-33.0334734
2065,6,10,13,1,-71.412244,-32.7280534
2066,6,10,15,3,-71.6024251,-33.5159717
2067,6,10,17,1,-70.7175565,-32.7445106
2068,7,10,4,1,-71.5960565,-33.0464165
2069,7,10,20,2,-71.5437497,-33.0098837
2070,1,10,0,1,-71.4159581,-33.0607723
2071,1,10,2,2,-71.2091732,-32.8570374
2072,1,10,4,1,-71.5445088,-33.0392712
2073,1,10,5,5,-71.2753573,-32.9928071
2074,1,10,8,1,-71.4469391,-33.0512892
2075,1,10,15,1,-71.3735501,-33.0424859
2076,1,10,18,1,-71.6266918,-33.0532503
2077,1,10,18,1,-71.5412817,-33.0181792
2078,1,10,19,6,-71.5340073,-33.5576153
2079,1,10,23,3,-71.620307,-33.0451102
2080,2,10,0,6,-71.6163867,-33.608829
2081,2,10,3,1,-71.484428,-33.0019254
2082,2,10,8,6,-71.6163867,-33.608829
2083,2,10,9,6,-71.6163867,-33.608829
2084,2,10,16,1,-71.463408,-33.0443593
2085,2,10,18,1,-71.5008309,-32.9981392
2086,2,10,18,6,-71.2397725,-32.8722015
2087,2,10,21,3,-71.4385689,-33.0543043
2088,2,10,22,1,-71.066658,-32.4274773
2089,2,10,22,1,-71.4315821,-33.0552689
2090,2,10,23,3,-71.6270876,-33.0419146
2091,3,10,4,1,-71.4989602,-33.0325469
2092,3,10,5,1,-71.5035154,-33.0234682
2093,3,10,10,1,-71.4778148,-32.7167344
2094,3,10,15,3,-71.3735501,-33.0424859
2095,3,10,19,2,-71.546654,-33.0115857
2096,3,10,21,1,-71.4746743,-33.0451751
2097,3,10,22,1,-71.4098855,-33.042078
2098,3,10,22,6,-70.7038718,-32.7525913
2099,3,10,23,1,-71.3924715,-33.0597145
2100,3,10,23,1,-71.5286378,-33.0332294
2101,4,10,2,4,-70.596165,-32.8417768
2102,4,10,13,1,-71.4175973,-33.0565044
2103,4,10,21,4,-71.5043975,-33.0221895
2104,4,10,21,6,-71.1461411,-32.7963317
2105,5,10,0,3,-71.5249741,-32.9644204
2106,5,10,5,1,-71.4290603,-33.0478464
2107,5,10,6,2,-71.5039054,-33.032505
2108,5,10,13,1,-71.5266504,-32.7902078
2109,5,10,15,2,-71.5518545,-33.0263663
2110,5,10,18,1,-71.4778148,-32.7167344
2111,5,10,21,1,-71.4067077,-33.0434953
2112,6,11,3,1,-71.4440235,-32.5075486
2113,6,11,18,2,-70.591557,-32.7468546
2114,6,11,22,1,-71.4518712,-32.5066176
2115,7,11,1,1,-71.5105005,-32.9201027
2116,7,11,20,6,-71.6044023,-33.5467786
2117,7,11,21,1,-71.2355524,-32.4500671
2118,7,11,21,4,-71.5437497,-33.0098837
2119,1,11,6,1,-71.4842581,-33.0009207
2120,1,11,7,1,-71.6024251,-33.5159717
2121,1,11,7,5,-71.4083706,-33.0613166
2122,1,11,8,6,-71.2453655,-32.8895139
2123,1,11,20,1,-71.5694837,-33.0653505
2124,2,11,6,1,-71.4173196,-33.0496792
2125,2,11,8,2,-71.6388447,-33.0290018
2126,2,11,13,1,-71.4388714,-32.9258817
2127,2,11,18,1,-71.413499,-33.0445191
2128,2,11,20,4,-71.546944,-33.0265738
2129,2,11,23,4,-71.6222441,-33.0444264
2130,3,11,2,1,-71.4977896,-33.0184961
2131,3,11,8,1,-71.556894,-33.023666
2132,3,11,9,6,-71.5641628,-33.1157935
2133,3,11,11,1,-71.3745729,-33.048197
2134,3,11,17,3,-71.3807167,-33.0438085
2135,4,11,7,1,-71.6528229,-33.0537137
2136,4,11,11,3,-71.5518545,-33.0263663
2137,4,11,21,1,-71.5574236,-33.0200985
2138,4,11,22,3,-71.5442521,-32.9843351
2139,5,11,12,2,-71.564957,-33.1261559
2140,5,11,16,4,-71.5454509,-33.0072493
2141,5,11,20,1,-71.5628915,-33.0262547
2142,5,11,21,1,-71.5043975,-33.0221895
2143,6,11,3,1,-71.6050949,-33.0551067
2144,6,11,3,6,-71.2642268,-32.9859099
2145,6,11,16,1,-71.5533983,-33.0126984
2146,6,11,18,2,-71.4096198,-32.7288361
2147,7,11,4,1,-71.489505,-33.0201432
2148,7,11,5,3,-71.432278,-33.0474045
2149,7,11,11,1,-71.3734273,-33.0415632
2150,7,11,22,1,-71.2458465,-32.8883282
2151,1,11,22,3,-71.3947562,-33.049087
2152,1,11,22,4,-71.5341096,-33.0317099
2153,1,11,23,2,-71.5077349,-32.9206228
2154,2,11,9,1,-71.5412817,-33.0181792
2155,2,11,10,2,-71.5425219,-32.9632013
2156,2,11,17,1,-70.6914961,-32.761774
2157,2,11,21,2,-71.5069449,-33.0263943
2158,3,11,0,1,-71.60688,-33.0529369
2159,3,11,6,6,-71.5077349,-32.9206228
2160,3,11,10,6,-71.4232968,-33.063812
2161,3,11,15,2,-71.4956608,-32.7943039
2162,4,11,0,1,-71.2224868,-32.8332808
2163,4,11,5,6,-71.6132377,-33.5808615
2164,4,11,5,6,-71.6132377,-33.5808615
2165,4,11,15,3,-71.5391113,-33.0280382
2166,4,11,22,6,-71.1773191,-33.0009569
2167,4,11,22,1,-70.5961064,-32.8337297
2168,4,11,23,2,-71.2241971,-32.9966743
2169,5,11,0,1,-71.5860601,-33.0336301
2170,5,11,8,1,-71.4488211,-33.0460493
2171,5,11,16,3,-71.2753573,-32.9928071
2172,5,11,18,1,-71.4379868,-33.0449168
2173,5,11,19,4,-71.5470659,-33.0103682
2174,5,11,21,6,-71.6120351,-33.6029701
2175,5,11,23,3,-71.3620921,-33.0616707
2176,6,11,0,2,-71.4384306,-33.0503998
2177,6,11,2,1,-71.2551741,-33.0167977
2178,6,11,4,6,-71.5688063,-33.0312111
2179,6,11,8,1,-71.3657407,-33.0438484
2180,6,11,14,1,-71.4053896,-33.0588578
2181,6,11,16,3,-71.5518545,-33.0263663
2182,6,11,17,5,-71.0677241,-33.0306474
2183,6,11,19,1,-71.4258424,-33.0499292
2184,6,11,21,1,-71.546654,-33.0115857
2185,7,11,5,6,-70.7038718,-32.7525913
2186,7,11,5,6,-70.7038718,-32.7525913
2187,7,11,7,6,-70.7038718,-32.7525913
2188,7,11,10,6,-70.7038718,-32.7525913
2189,7,11,10,6,-70.7038718,-32.7525913
2190,7,11,11,6,-70.7038718,-32.7525913
2191,7,11,12,2,-71.5077349,-32.9206228
2192,7,11,14,6,-71.4778148,-32.7167344
2193,7,11,23,1,-71.4135955,-33.046031
2194,1,11,6,1,-71.5703071,-33.0524045
2195,1,11,23,2,-71.5408919,-33.0104669
2196,2,11,2,4,-71.4408573,-33.050334
2197,2,11,8,1,-71.5308376,-33.0368108
2198,2,11,12,1,-71.5453157,-32.9561764
2199,3,11,0,6,-71.234052,-32.8594803
2200,3,11,7,1,-71.5648851,-33.0650324
2201,3,11,9,1,-71.3665399,-33.0353007
2202,3,11,9,6,-71.2096445,-32.6873624
2203,3,11,16,6,-71.2096445,-32.6873624
2204,4,11,3,5,-71.5996343,-33.0413318
2205,4,11,7,1,-71.4959569,-33.0342944
2206,4,11,8,1,-70.5632222,-32.8313423
2207,4,11,10,1,-71.2453655,-32.8895139
2208,4,11,11,1,-71.5008309,-32.9981392
2209,4,11,14,1,-71.5269182,-32.7794181
2210,4,11,16,2,-71.5443549,-32.9399124
2211,4,11,20,2,-71.6291998,-33.0305221
2212,4,11,21,4,-109.431045,-27.1563842
2213,4,11,21,2,-71.4731364,-33.0473517
2214,5,11,6,6,-71.6132377,-33.5808615
2215,5,11,20,2,-71.3687111,-33.0453638
2216,5,11,22,1,-71.5008309,-32.9981392
2217,5,11,23,1,-71.5830879,-33.0458732
2218,5,11,23,2,-71.2656751,-33.0115078
2219,6,11,0,3,-71.5599036,-33.0577821
2220,6,11,1,1,-71.5046231,-33.0019218
2221,6,11,3,1,-71.4778148,-32.7167344
2222,6,11,4,1,-71.5140313,-32.9236353
2223,6,11,13,1,-71.6027302,-33.5151347
2224,6,11,14,1,-71.5479946,-33.0400956
2225,6,11,17,1,-71.5331646,-32.7748377
2226,7,11,0,6,-71.3735501,-33.0424859
2227,7,11,6,1,-71.1353555,-33.0255929
2228,7,11,6,1,-71.2666658,-33.0088097
2229,7,11,11,3,-71.4404017,-33.0494093
2230,7,11,14,2,-71.536143,-32.97828
2231,7,11,15,2,-71.6199252,-33.0451705
2232,7,11,16,1,-71.5077349,-32.9206228
2233,7,11,19,1,-71.5170116,-32.9974068
2234,7,11,23,2,-71.4115086,-33.0614591
2235,7,11,7,2,-71.3743416,-33.0489209
2236,1,11,6,6,-71.4968539,-32.9873952
2237,1,11,8,1,-71.2722053,-33.0046775
2238,1,11,8,1,-71.5008309,-32.9981392
2239,1,11,12,6,-70.9440106,-32.8459601
2240,1,11,22,3,-71.5279247,-33.0306423
2241,2,11,0,6,-71.4517002,-33.0522652
2242,2,11,3,1,-71.6037942,-33.5946769
2243,2,11,3,1,-71.2666658,-33.0088097
2244,2,11,14,1,-71.5478921,-33.026438
2245,2,11,22,2,-71.54314,-33.0249457
2246,2,11,22,2,-71.54314,-33.0249457
2247,3,11,3,5,-71.5863056,-33.0629522
2248,3,11,4,1,-71.5904764,-33.0564878
2249,3,11,7,1,-70.5945137,-32.8504048
2250,3,11,8,5,-71.5523503,-33.0139308
2251,3,11,9,4,-71.3745831,-33.0396986
2252,3,11,12,6,-71.6856802,-33.3976876
2253,3,11,16,2,-71.4083558,-33.0482646
2254,4,11,5,1,-71.5579463,-33.0608423
2255,4,11,6,5,-71.560206,-33.1171703
2256,4,11,7,1,-71.5048333,-33.0008883
2257,4,11,9,5,-71.4279226,-33.0475606
2258,4,11,10,5,-71.545625,-33.0127989
2259,4,11,19,2,-71.4214935,-33.0457115
2260,4,11,20,1,-71.6127012,-33.5927584
2261,5,11,0,1,-71.5793046,-33.0441959
2262,5,11,17,2,-71.4329357,-32.6441845
2263,5,11,20,1,-71.5518545,-33.0263663
2264,5,11,21,1,-71.6122775,-33.5814327
2265,6,11,3,3,-71.6814523,-33.4143103
2266,6,11,3,1,-71.5804223,-33.0384463
2267,6,11,3,6,-71.5077349,-32.9206228
2268,6,11,4,2,-71.5444143,-32.9584665
2269,6,11,5,2,-71.6455134,-33.0341444
2270,6,11,6,1,-71.5024031,-32.9948473
2271,6,11,9,1,-71.6053915,-33.0439559
2272,6,11,11,1,-70.5871314,-32.8498597
2273,6,11,16,6,-71.4831381,-33.598246
2274,6,11,20,1,-71.6107242,-33.6128648
2275,6,11,21,1,-71.5520726,-33.1135847
2276,6,11,22,2,-71.5518545,-33.0263663
2277,6,11,22,1,-71.5408919,-33.0104669
2278,7,11,3,4,-71.1906084,-32.7829659
2279,7,11,4,1,-71.5518545,-33.0263663
2280,7,11,5,1,-71.5284701,-32.9845037
2281,7,11,7,1,-71.5469288,-33.0221567
2282,7,11,7,4,-71.3742312,-33.04483
2283,1,12,9,3,-71.5444143,-32.9584665
2284,1,12,9,2,-71.5818599,-33.0341782
2285,1,12,10,2,-71.2739003,-32.9392508
2286,1,12,10,6,-71.632204,-33.0545656
2287,1,12,16,6,-71.4952287,-33.1936321
2288,1,12,17,3,-71.4385689,-33.0543043
2289,1,12,18,1,-70.9548546,-32.8415491
2290,2,12,0,2,-71.3862423,-33.0447168
